condition,targetName,alt1Name,alt2Name
basic33,convertible,socks,pottedplant
basic22,pug,kitten,rabbit
basic23,tshirt,dress,wardrobe
basic23,tulip,pig,pottedplant
basic23,jellybeans,iguana,cookies
basic33,mnms,iguana,bathrobe
basic23,pandabear,wardrobe,crocodile
basic12,parrot,sparrow,bison
basic12,dalmatian,kitten,greyhound
basic33,diningtable,pig,train
basic33,coffeetable,motorcycle,rhino
basic23,sunflower,rosemary,squirrel
basic22,dressshirt,gloves,dress
basic12,swordfish,elephant,discusfish
basic33,catfish,motorcycle,pottedplant
basic23,eagle,rabbit,cookies
basic33,hummingbird,grasses,ambulance
basic23,hummingbird,horse,bathrobe
basic33,germanshepherd,gloves,bookcase
basic22,pug,horse,snake
basic22,swordfish,rhino,snake
basic33,poloshirt,kitten,grasses
basic12,parrot,sparrow,squirrel
basic33,hawaiishirt,hamster,chips
basic12,sportscar,train,sedan
basic22,pigeon,squirrel,pig
basic33,bedsidetable,rabbit,popcorn
basic22,dalmatian,lobster,bison
basic23,goldfish,socks,lion
basic22,tulip,grasses,ivy
basic23,minivan,lion,firetruck
basic23,suv,socks,ambulance
basic33,gummybears,gloves,lobster
basic33,diningtable,ivy,ambulance
basic23,catfish,cow,firetruck
basic12,polarbear,iguana,koalabear
basic33,jellybeans,hamster,motorcycle
basic33,sunflower,lamp,chips
basic22,dressshirt,bathrobe,dress
basic12,blackbear,koalabear,snake
basic23,skittles,bookcase,popcorn
basic12,picnictable,lamp,sidetable
basic33,rose,ambulance,hamster
basic23,eagle,pig,motorcycle
basic23,tshirt,socks,squirrel
